id,username,prendas_ids,is_good,created_at,ocasion,temporalidad
26,Marta,"[522886973,495712196,502143481]",false,2026-08-25 14:27:24.869387+00,,
27,Marta,"[515171484,495712196,502143481]",false,2026-08-25 14:27:25.807493+00,,
28,Marta,"[538352694,495712196,502143481]",false,2026-08-25 14:27:27.435255+00,,
29,Marta,"[529346124,495712196,502143481]",false,2026-08-25 14:27:28.279671+00,,
30,Marta,"[551481914,495712196,502143481]",false,2026-08-25 14:27:29.382007+00,,
31,Marta,"[495702885,495712196,502143481]",false,2026-08-25 14:27:30.312623+00,,
32,Marta,"[495702885,495712196,502143481]",false,2026-08-25 14:27:31.532298+00,,
33,Marta,"[529346124,495712196,502143481]",false,2026-08-25 14:27:34.836627+00,,
34,Marta,"[520941756,495712196,502143481]",false,2026-08-25 14:27:36.529818+00,,
35,Marta,"[529346124,495712196,502143481]",false,2026-08-25 14:27:37.50659+00,,
36,Marta,"[502202531,495712196,502143481]",false,2026-08-25 14:27:38.734061+00,,
37,Marta,"[520941756,495712196,502143481]",false,2026-08-25 14:27:39.672316+00,,
38,Marta,"[515171484,495712196,502143481]",false,2026-08-25 14:27:41.127924+00,,
39,Marta,"[519783542,495712196,502143481]",false,2026-08-25 14:27:41.992049+00,,
40,lucia,"[529346124,502649256]",false,2026-08-25 14:27:43.196565+00,,
41,Marta,"[505664125,495712196,502143481]",false,2026-08-25 14:27:45.352356+00,,
42,Marta,"[505664125,507738842,502143481]",false,2026-08-25 14:27:47.949247+00,,
43,lucia,"[529346124,560340094]",false,2026-08-25 14:27:48.215713+00,,
44,Marta,"[505664125,495670030,502143481]",false,2026-08-25 14:27:48.843917+00,,
45,Marta,"[505664125,539857648,502143481]",false,2026-08-25 14:27:49.990466+00,,
46,lucia,"[529346124,495698786]",false,2026-08-25 14:27:50.388219+00,,
47,Marta,"[505664125,526754139,502143481]",false,2026-08-25 14:27:51.027611+00,,
48,Marta,"[505664125,519669008,502143481]",false,2026-08-25 14:27:51.843814+00,,
49,Marta,"[505664125,560340094,502143481]",false,2026-08-25 14:27:52.820717+00,,
50,Marta,"[505664125,520361862,502143481]",false,2026-08-25 14:27:55.077684+00,,
51,Marta,"[505664125,513128942,502143481]",false,2026-08-25 14:27:56.109391+00,,
52,Marta,"[505664125,495707619,502143481]",false,2026-08-25 14:27:58.793383+00,,
53,Marta,"[505664125,497395090,502143481]",false,2026-08-25 14:28:02.281859+00,,
54,Marta,"[505664125,497395090,495712274]",false,2026-08-25 14:28:03.13425+00,,
55,Marta,"[505664125,497395090,501969911]",false,2026-08-25 14:28:06.368073+00,,
56,Marta,"[515171484,497395090,501969911]",false,2026-08-25 14:28:07.873902+00,,
57,Marta,"[529346124,497395090,501969911]",false,2026-08-25 14:28:08.841993+00,,
58,lucia,"[529346124,563369375]",true,2026-08-25 14:28:15.175227+00,Casual,Verano
59,Marta,"[520471828,497395090,501969911]",true,2026-08-25 14:28:25.85414+00,Otros,Entretiempo
60,Marta,"[509626558,507291730,500549614]",true,2026-08-25 14:29:34.267358+00,Casual,Entretiempo
61,lucia,"[502202531,495680030]",true,2026-08-25 14:40:35.463846+00,Formal-Oficina,Entretiempo
62,lucia,"[515171484,511086149]",false,2026-08-25 14:40:50.254505+00,,
63,lucia,"[515171484,495674985]",false,2026-08-25 14:41:07.238699+00,,
64,AllanVC,"[507085957,505917804,529126741,495716863]",false,2026-08-25 14:41:17.506708+00,,
65,AllanVC,"[507085957,529126741,495716863]",false,2026-08-25 14:41:27.452314+00,,
66,AllanVC,"[525466371,529126741,495716863]",false,2026-08-25 14:41:28.589006+00,,
67,AllanVC,"[504923791,529126741,495716863]",false,2026-08-25 14:41:30.522509+00,,
68,AllanVC,"[504923791,511900616,495716863]",false,2026-08-25 14:41:31.255827+00,,
69,AllanVC,"[504923791,548018878,495716863]",false,2026-08-25 14:41:32.220491+00,,
70,AllanVC,"[504923791,526473487,495716863]",false,2026-08-25 14:41:34.09369+00,,
71,AllanVC,"[504923791,520973529,495716863]",false,2026-08-25 14:41:35.264505+00,,
72,AllanVC,"[504923791,514962012,495716863]",false,2026-08-25 14:41:36.274828+00,,
73,AllanVC,"[504923791,501652813,495716863]",false,2026-08-25 14:41:37.226252+00,,
74,AllanVC,"[504923791,526473487,495716863]",false,2026-08-25 14:41:38.221849+00,,
75,AllanVC,"[504923791,502193384,495716863]",false,2026-08-25 14:41:41.100614+00,,
76,AllanVC,"[540406629,502193384,495716863]",false,2026-08-25 14:41:43.821923+00,,
77,AllanVC,"[496676860,502193384,495716863]",false,2026-08-25 14:41:44.864842+00,,
78,AllanVC,"[496676860,527924854,495716863]",false,2026-08-25 14:41:45.778467+00,,
79,AllanVC,"[496676860,502289179,495716863]",false,2026-08-25 14:41:47.570117+00,,
80,AllanVC,"[496676860,529543988,495716863]",false,2026-08-25 14:41:48.610903+00,,
81,AllanVC,"[496676860,549001401,495716863]",false,2026-08-25 14:41:52.486903+00,,
82,AllanVC,"[496676860,527924854,495716863]",false,2026-08-25 14:41:54.201132+00,,
83,lucia,"[515171484,495684541]",false,2026-08-25 14:41:55.209981+00,,
84,AllanVC,"[496676860,514880654,495716863]",false,2026-08-25 14:41:57.638959+00,,
85,lucia,"[515171484,520430394]",false,2026-08-25 14:41:59.881273+00,,
86,lucia,"[515171484,529158329]",false,2026-08-25 14:42:04.230206+00,,
87,lucia,"[515171484,542013619]",false,2026-08-25 14:42:07.030168+00,,
88,lucia,"[515171484,500768379]",false,2026-08-25 14:42:15.496355+00,,
89,lucia,"[500844910,500768379]",true,2026-08-25 14:42:31.915868+00,Fiesta-Elegante,Entretiempo
90,lucia,"[529346124,495698730]",false,2026-08-25 14:42:41.388082+00,,
91,lucia,"[506633733,495698730]",false,2026-08-25 14:43:23.125289+00,,
92,lucia,"[506633733,535465412]",true,2026-08-25 14:43:33.933185+00,Casual,Verano
93,lucia,"[513277902,549174232,495698498]",false,2026-08-25 14:44:35.608416+00,,
94,lucia,"[500259517,549174232,495698498]",false,2026-08-25 14:44:41.856142+00,,
95,lucia,"[519245619,549174232,495698498]",false,2026-08-25 14:45:26.872233+00,,
96,lucia,"[519245619,549174232,518675698]",false,2026-08-25 14:45:37.685848+00,,
97,dlC,"[530097137,502153328,520680111,495689256]",false,2026-08-25 14:45:40.258405+00,,
98,lucia,"[519245619,549174232,503419804]",false,2026-08-25 14:46:32.350796+00,,
99,lucia,"[519245619,549174232,527316136]",true,2026-08-25 14:46:44.132447+00,Casual,Entretiempo
100,lucia,"[506526033,502019223,509034142,495698495]",true,2026-08-25 14:47:39.228485+00,Casual,Entretiempo
101,dlC,"[502153328,520680111,495689256]",false,2026-08-25 14:48:21.06248+00,,
102,dlC,"[560775634,520680111,495689256]",false,2026-08-25 14:48:28.859315+00,,
103,lucia,"[530573147,529496956,535764383,502594696]",false,2026-08-25 14:48:39.427965+00,,
104,dlC,"[507236323,520680111,495689256]",true,2026-08-25 14:48:51.832057+00,Fiesta-Discoteca,Entretiempo
105,lucia,"[530573147,529496956,535764383,495698501]",false,2026-08-25 14:48:55.866999+00,,
106,lucia,"[530573147,529496956,521598976,495698501]",false,2026-08-25 14:49:03.120973+00,,
107,dlC,"[529346124,513128942,500564751]",false,2026-08-25 14:49:07.936787+00,,
108,lucia,"[530573147,529496956,529746760,495698501]",false,2026-08-25 14:49:13.064338+00,,
109,lucia,"[529496956,529746760,495698501]",true,2026-08-25 14:49:23.548023+00,Formal-Oficina,Verano
110,lucia,"[515003100,521598976,513128942,506340431]",false,2026-08-25 14:49:44.213942+00,,
111,lucia,"[515003100,553262933,513128942,506340431]",false,2026-08-25 14:49:49.799687+00,,
112,dlC,"[529346124,495669797,500564751]",true,2026-08-25 14:49:49.970091+00,Otros,Entretiempo
113,dlC,"[522390994,502649877]",true,2026-08-25 14:49:55.057404+00,Otros,Entretiempo
114,dlC,"[529346124,512761790]",false,2026-08-25 14:50:11.088932+00,,
115,lucia,"[515003100,553262933,500768379,506340431]",false,2026-08-25 14:50:11.958375+00,,
116,dlC,"[502202531,512761790]",true,2026-08-25 14:50:30.969706+00,Casual,Entretiempo
117,dlC,"[537552035,495669797,505086056]",false,2026-08-25 14:50:39.106064+00,,
118,dlC,"[537552035,495684313,505086056]",false,2026-08-25 14:50:45.574466+00,,
119,dlC,"[537552035,495684313,503421469]",false,2026-08-25 14:50:48.747678+00,,
120,dlC,"[537552035,495684313,512023192]",false,2026-08-25 14:50:50.488051+00,,
121,dlC,"[537552035,495684313,509178882]",false,2026-08-25 14:50:52.874475+00,,
122,dlC,"[537552035,495684313,511321795]",false,2026-08-25 14:50:59.49582+00,,
123,dlC,"[537552035,495684313,511321795]",false,2026-08-25 14:51:03.879306+00,,
124,lucia,"[515003100,553262933,500768379,525519674]",false,2026-08-25 14:51:04.182918+00,,
125,dlC,"[537552035,495684313,507113473]",false,2026-08-25 14:51:21.70033+00,,
126,dlC,"[537552035,495684313,507097863]",false,2026-08-25 14:51:24.309792+00,,
127,dlC,"[537552035,495684313,500835211]",false,2026-08-25 14:51:27.710135+00,,
128,lucia,"[515003100,553262933,496001518,525519674]",true,2026-08-25 14:51:32.76921+00,Formal-Oficina,Entretiempo
129,dlC,"[537552035,495684313,502414870]",true,2026-08-25 14:51:42.624705+00,Fiesta-Elegante,Entretiempo
130,lucia,"[502202531,495684580]",true,2026-08-25 14:51:43.754269+00,Casual,Entretiempo
131,dlC,"[541365346,526395407,495698499]",false,2026-08-25 14:51:56.086821+00,,
132,lucia,"[504031143,504027058,527924854,560340094]",false,2026-08-25 14:52:00.027701+00,,
133,dlC,"[541365346,526395407,557407440]",false,2026-08-25 14:52:03.539384+00,,
134,lucia,"[504031143,504027058,513082125,560340094]",false,2026-08-25 14:52:09.816829+00,,
135,dlC,"[498937596,526395407,557407440]",false,2026-08-25 14:52:09.944691+00,,
136,dlC,"[498937596,526395407,495698496]",false,2026-08-25 14:52:11.502702+00,,
137,dlC,"[498937596,526395407,513128942]",false,2026-08-25 14:52:13.217801+00,,
138,dlC,"[498937596,526395407,499741304]",false,2026-08-25 14:52:17.702278+00,,
139,lucia,"[504027058,513082125,560340094]",false,2026-08-25 14:52:26.009426+00,,
140,lucia,"[504027058,513082125,512761790]",false,2026-08-25 14:52:36.574932+00,,
141,lucia,"[504027058,513082125,522641942]",false,2026-08-25 14:52:40.717587+00,,
142,dlC,"[498937596,526395407,502594696]",true,2026-08-25 14:52:44.080555+00,Fiesta-Elegante,Entretiempo
143,lucia,"[504027058,513082125,520975338]",true,2026-08-25 14:52:45.795054+00,Casual,Verano
144,lucia,"[527685419,528429777,497131576]",false,2026-08-25 14:53:25.049073+00,,
145,lucia,"[534613376,528429777,497131576]",true,2026-08-25 14:53:44.137812+00,Casual,Verano
146,lucia,"[537551963,536435716,519188972,549174232,502101460]",false,2026-08-25 14:54:09.376316+00,,
147,lucia,"[536435716,519188972,549174232,502101460]",true,2026-08-25 14:54:59.625879+00,Formal-Oficina,Entretiempo
148,lucia,"[509122210,505224001,512314396,555480726,512023192]",false,2026-08-25 14:55:11.755782+00,,
149,lucia,"[505224001,512314396,555480726,512023192]",false,2026-08-25 14:55:14.185161+00,,
150,lucia,"[505224001,512314396,555480726]",true,2026-08-25 14:55:22.231386+00,Fiesta-Discoteca,Verano
151,lucia,"[502245987,548018867,512761790]",true,2026-08-25 14:56:20.567345+00,Casual,Entretiempo
152,lucia,"[543492175,495694005]",true,2026-08-25 14:56:56.679968+00,Fiesta-Elegante,Verano
153,lucia,"[505714081,495707619]",true,2026-08-25 14:57:14.889254+00,Casual,Verano
154,lucia,"[526526547,532741142,537552069,495703234]",false,2026-08-25 14:57:48.329924+00,,
155,lucia,"[532741142,537552069,495703234]",true,2026-08-25 14:58:28.677802+00,Casual,Verano
156,dlC,"[505923737,495698499]",true,2026-08-25 14:59:51.251303+00,Fiesta-Elegante,Verano
157,dlC,"[495689039,537551964,539857646]",true,2026-08-25 15:00:35.008667+00,Formal-Oficina,Entretiempo
158,dlC,"[500835349,516755876,549001401,495675188]",false,2026-08-25 15:00:56.647679+00,,
159,dlC,"[500835349,516755876,529953384,495675188]",false,2026-08-25 15:01:02.621256+00,,
160,dlC,"[500835349,516755876,529953384,511366370]",false,2026-08-25 15:01:09.934595+00,,
161,dlC,"[500835349,516755876,529953384,500549614]",false,2026-08-25 15:01:13.189405+00,,
162,dlC,"[500835349,516755876,529953384,495669797]",false,2026-08-25 15:01:15.519069+00,,
163,dlC,"[500835349,516755876,529953384,507092288]",false,2026-08-25 15:01:25.577742+00,,
164,dlC,"[500835349,516755876,529953384,512761790]",false,2026-08-25 15:01:28.224815+00,,
165,dlC,"[500835349,516755876,529953384,539857648]",false,2026-08-25 15:01:32.991023+00,,
166,dlC,"[500835349,516755876,529953384,495694006]",false,2026-08-25 15:01:40.41438+00,,
167,dlC,"[500835349,516755876,529953384,495698501]",false,2026-08-25 15:01:43.279782+00,,
168,dlC,"[500835349,516755876,529953384,529514695]",false,2026-08-25 15:01:50.728895+00,,
169,dlC,"[500835349,516755876,529953384,496001518]",true,2026-08-25 15:02:01.526441+00,Casual,Entretiempo
170,dlC,"[529346124,549174232]",true,2026-08-25 15:02:18.506835+00,Casual,Verano
171,dlC,"[555482905,543953189,505983352]",true,2026-08-25 15:02:37.929361+00,Fiesta-Discoteca,Verano
172,dlc,"[553939657,500486116,560498764]",true,2026-08-25 15:06:22.251703+00,Casual,Verano
173,dlc,"[496928890,511894121,552298382,539857646]",true,2026-08-25 15:06:36.134053+00,Casual,Invierno
174,dlc,"[503701075,516621337,528363419,520430394]",false,2026-08-25 15:06:53.939033+00,,
175,dlc,"[516621337,528363419,520430394]",true,2026-08-25 15:07:13.587875+00,Casual,Entretiempo
176,dlc,"[509165842,521598976,507092288]",false,2026-08-25 15:07:39.803225+00,,
177,dlc,"[509165842,521598976,534613388]",true,2026-08-25 15:08:07.157586+00,Casual,Verano
178,Andres,"[509572524,560499287,495694011]",true,2026-08-25 15:10:02.242019+00,Casual,Entretiempo
179,Andres,"[509572523,509572524,499787212,511086149]",false,2026-08-25 15:10:47.412682+00,,
180,Andres,"[509572524,499787212,511086149]",true,2026-08-25 15:11:36.426227+00,Fiesta-Elegante,Entretiempo
181,Ale,"[528552614,495698786]",false,2026-08-25 15:11:50.889042+00,,
182,Andres,"[505335541,513943604,512305062,495670030]",false,2026-08-25 15:12:07.290791+00,,
183,Ale,"[512314395,526731388,495675188]",false,2026-08-25 15:50:28.466296+00,,
184,Ale,"[512314395,526731388,500768379]",true,2026-08-25 15:50:37.494696+00,Casual,Entretiempo
185,Ale,"[529346124,502594696,495716340]",false,2026-08-25 15:50:45.136479+00,,
186,Ale,"[519783543,502594696,495716340]",false,2026-08-25 15:50:46.501621+00,,
187,Ale,"[539853432,502594696,495716340]",false,2026-08-25 15:50:48.436662+00,,
188,Ale,"[502202531,502594696,495716340]",false,2026-08-25 15:50:50.521148+00,,
189,Ale,"[506437473,502594696,495716340]",true,2026-08-25 15:50:57.231597+00,Casual,Entretiempo
190,Andres,"[512305058,526364738,495689256]",true,2026-08-25 16:03:08.057693+00,Casual,Entretiempo
191,Andres,"[523302009,506040053,529158445,495694007]",true,2026-08-25 16:03:26.864387+00,Fiesta-Discoteca,Verano
192,Andres,"[495689039,515560349,560340094]",false,2026-08-25 16:03:41.759834+00,,
193,Andres,"[495689039,509118043,560340094]",false,2026-08-25 16:03:56.872581+00,,
194,Andres,"[495689039,509118043,496001518]",false,2026-08-25 16:04:03.046185+00,,
195,Andres,"[495703117,509118043,496001518]",false,2026-08-25 16:04:07.477632+00,,
196,Andres,"[513082121,509118043,496001518]",true,2026-08-25 16:04:17.180803+00,Casual,Verano
197,Andres,"[520941756,502649256]",false,2026-08-25 16:04:50.213795+00,,
198,Andres,"[529346124,502649256]",false,2026-08-25 16:04:59.19372+00,,
199,Andres,"[529346124,520430394]",false,2026-08-25 16:05:02.425505+00,,
200,Andres,"[529346124,520430394]",false,2026-08-25 16:05:11.399655+00,,
201,Andres,"[529346124,520430394]",false,2026-08-25 16:05:18.05672+00,,
202,Andres,"[529346124,502594696]",false,2026-08-25 16:05:21.387234+00,,
203,Andres,"[529346124,502594696]",false,2026-08-25 16:05:31.379428+00,,
204,Andres,"[529346124,496001518]",false,2026-08-25 16:05:35.55498+00,,
205,Andres,"[501417745,496001518]",true,2026-08-25 16:05:43.971602+00,Casual,Verano
206,Andres,"[529346124,500265157]",false,2026-08-25 16:05:52.856067+00,,
207,Andres,"[529346124,495712196]",false,2026-08-25 16:05:56.626677+00,,
208,Andres,"[529346124,495712196]",false,2026-08-25 16:06:20.427942+00,,
209,Andres,"[520941756,495712196]",false,2026-08-25 16:06:22.95418+00,,
210,Andres,"[543492175,495712196]",false,2026-08-25 16:06:27.974427+00,,
211,Andres,"[543492175,542013619]",true,2026-08-25 16:06:41.305973+00,Formal-Oficina,Invierno
212,Andres,"[518644222,495689256]",false,2026-08-25 16:06:50.088679+00,,
213,Andres,"[518644222,535950871]",true,2026-08-25 16:06:58.891834+00,Casual,Verano
214,Andres,"[506450385,514495970,499530988]",false,2026-08-25 16:07:04.542537+00,,
215,Andres,"[495689084,514495970,499530988]",true,2026-08-25 16:07:16.851543+00,Casual,Verano
216,Andres,"[529346124,560340094]",false,2026-08-25 16:07:22.003429+00,,
217,Andres,"[529346124,539857648]",true,2026-08-25 16:07:29.314665+00,Casual,Verano
218,Andres,"[529346124,498003227]",false,2026-08-25 16:07:46.203868+00,,
219,Andres,"[529346124,512761790]",false,2026-08-25 16:07:49.631222+00,,
220,Andres,"[529346124,534613388]",false,2026-08-25 16:07:53.544825+00,,
221,Andres,"[543492175,534613388]",false,2026-08-25 16:07:56.528817+00,,
222,Andres,"[510848244,534613388]",true,2026-08-25 16:08:13.333008+00,Fiesta-Discoteca,Entretiempo
223,Andres,"[508049514,497776414,560403226,511086149,526526614]",false,2026-08-25 16:08:24.25993+00,,
224,Andres,"[508049514,498937596,560403226,511086149,526526614]",false,2026-08-25 16:08:28.510824+00,,
225,Andres,"[508049514,498937596,514962012,511086149,526526614]",false,2026-08-25 16:08:38.02333+00,,
226,Andres,"[508049514,498937596,514962012,514226068,526526614]",false,2026-08-25 16:08:40.031723+00,,
227,Andres,"[508049514,498937596,514962012,495716285,526526614]",false,2026-08-25 16:08:45.971693+00,,
228,Andres,"[508049514,498937596,514962012,495712196,526526614]",true,2026-08-25 16:08:57.892483+00,Deporte,Invierno
229,Andres,"[539853432,495669849,502971203]",false,2026-08-25 19:39:00.150312+00,,
230,Andres,"[539853432,495669849]",true,2026-08-25 19:39:13.26804+00,Casual,Entretiempo
231,Andres,"[551481914,512761790,505429400]",true,2026-08-25 19:39:39.097608+00,Casual,Entretiempo
232,Alex,"[520941756,511366370]",true,2026-08-25 19:39:49.260822+00,Casual,Verano
233,Alex,"[520941756,549174232]",true,2026-08-25 19:39:53.328547+00,Casual,Verano
234,Andres,"[528552619,509049121,527924854,495674985]",false,2026-08-25 19:39:58.547254+00,,
235,Andres,"[528552619,527924854,495674985]",true,2026-08-25 19:40:06.169675+00,Formal-Oficina,Verano
236,Andres,"[551481914,534613388]",false,2026-08-25 19:40:38.447836+00,,
237,Andres,"[551481914,506838404]",true,2026-08-25 19:40:46.632635+00,Formal-Oficina,Verano
238,Andres,"[544001944,511086149,498545409]",false,2026-08-25 19:41:14.981248+00,,
239,Andres,"[544001944,511086149]",true,2026-08-25 19:41:19.805824+00,Formal-Oficina,Verano
240,Alex,"[499989456,521598976,495674938,502971509]",false,2026-08-25 19:41:21.323938+00,,
241,Alex,"[499989456,561130314,495674938,502971509]",false,2026-08-25 19:41:41.46182+00,,
242,Alex,"[499989456,561130314,495674938]",false,2026-08-25 19:41:47.574329+00,,
243,Andres,"[511084990,548019087,500549614]",false,2026-08-25 19:41:48.402296+00,,
244,Andres,"[511084990,548019087,560340094]",false,2026-08-25 19:41:50.700834+00,,
245,Alex,"[499989456,561130314,519669008]",false,2026-08-25 19:41:56.77198+00,,
246,Andres,"[511084990,548019087,526754139]",true,2026-08-25 19:42:04.662629+00,Casual,Verano
247,Alex,"[528081975,561130314,519669008]",true,2026-08-25 19:42:11.292586+00,Formal-Oficina,Entretiempo
248,Alex,"[524621729,519095276,555174305,534613388]",false,2026-08-25 19:42:46.658855+00,,
249,Andres,"[529346124,495680030,512023192]",false,2026-08-25 19:42:47.306665+00,,
250,Alex,"[519095276,555174305,534613388]",false,2026-08-25 19:42:48.79359+00,,
251,Andres,"[529346124,497496299,512023192]",false,2026-08-25 19:42:55.042534+00,,
252,Alex,"[507779255,555174305,534613388]",false,2026-08-25 19:42:55.99594+00,,
253,Alex,"[510889327,555174305,534613388]",true,2026-08-25 19:43:14.350926+00,Casual,Verano
254,Andres,"[529346124,534613388,512023192]",true,2026-08-25 19:43:30.197643+00,Casual,Invierno
255,Alex,"[543492175,498003227]",true,2026-08-25 19:44:17.119963+00,Fiesta-Elegante,Entretiempo
256,Andres,"[503701075,501652813,522641946]",false,2026-08-25 19:44:31.199956+00,,
257,Andres,"[506526034,501652813,522641946]",false,2026-08-25 19:44:39.860893+00,,
258,Andres,"[506526034,501652813,495698492]",false,2026-08-25 19:44:42.75828+00,,
259,Alex,"[552933218,560340094,524871042]",false,2026-08-25 19:44:46.398805+00,,
260,Alex,"[552933218,539853591,524871042]",false,2026-08-25 19:44:51.22182+00,,
261,Alex,"[552933218,557407434,524871042]",true,2026-08-25 19:45:00.744435+00,Fiesta-Elegante,Entretiempo
262,Alex,"[543492175,513128942]",false,2026-08-25 19:45:07.829071+00,,
263,Alex,"[543492175,549174232]",false,2026-08-25 19:45:11.149823+00,,
264,Andres,"[506526034,501652813,498841331]",false,2026-08-25 19:45:13.409121+00,,
265,Alex,"[543492175,495675188]",false,2026-08-25 19:45:14.44082+00,,
266,Alex,"[543492175,497137504]",true,2026-08-25 19:45:19.809644+00,Fiesta-Elegante,Entretiempo
267,Andres,"[506526034,501652813,511086149]",false,2026-08-25 19:45:22.760987+00,,
268,Andres,"[506526034,501652813,495670030]",false,2026-08-25 19:45:36.042822+00,,
269,Andres,"[506526034,501652813,495698786]",false,2026-08-25 19:45:41.199043+00,,
270,Alex,"[534613402,495703234]",false,2026-08-25 19:46:00.99616+00,,
271,Alex,"[529346124,495703234]",false,2026-08-25 19:46:13.661371+00,,
272,aliche,"[509572524,495703088,514492477,560340094]",false,2026-08-25 19:46:22.174439+00,,
273,Alex,"[529346124,495703234]",false,2026-08-25 19:46:26.181107+00,,
274,aliche,"[509572524,498937594,514492477,560340094]",false,2026-08-25 19:46:31.411706+00,,
275,aliche,"[509572524,537545602,514492477,560340094]",false,2026-08-25 19:46:37.025548+00,,
276,aliche,"[509572524,514492477,560340094]",false,2026-08-25 19:46:40.978451+00,,
277,aliche,"[509572524,527924854,560340094]",false,2026-08-25 19:46:48.273008+00,,
278,Alex,"[520941756,495703234]",false,2026-08-25 19:46:49.400431+00,,
279,Alex,"[529346124,495703234]",false,2026-08-25 19:46:52.466299+00,,
280,aliche,"[509572524,527924854,534613388]",false,2026-08-25 19:46:53.665609+00,,
281,aliche,"[500757942,527924854,534613388]",false,2026-08-25 19:46:58.916635+00,,
282,aliche,"[530096925,527924854,534613388]",false,2026-08-25 19:47:01.423273+00,,
283,Alex,"[528896727,495703234]",true,2026-08-25 19:47:03.23111+00,Fiesta-Discoteca,Verano
284,Alex,"[510830375,511142305,512761790]",false,2026-08-25 19:47:10.001095+00,,
285,Alex,"[496928867,511142305,512761790]",false,2026-08-25 19:47:14.029097+00,,
286,Alex,"[496928867,511142305,545853096]",false,2026-08-25 19:47:20.659882+00,,
287,Alex,"[496928867,541785082,545853096]",false,2026-08-25 19:47:28.873187+00,,
288,Alex,"[496928867,541785082,502649877]",false,2026-08-25 19:47:33.429415+00,,
289,aliche,"[529126758,527924854,534613388]",true,2026-08-25 19:47:42.524498+00,Formal-Oficina,Entretiempo
290,Alex,"[529346124,534613388]",false,2026-08-25 19:48:13.471172+00,,
291,aliche,"[506863482,526754144,527924854,505983352,511176181]",false,2026-08-25 19:48:18.951243+00,,
292,aliche,"[506863482,526754144,548956050,505983352,511176181]",false,2026-08-25 19:48:27.529096+00,,
293,Alex,"[529346124,534613388]",false,2026-08-25 19:48:27.924202+00,,
294,aliche,"[526754144,548956050,505983352,511176181]",false,2026-08-25 19:48:30.650469+00,,
295,Alex,"[502419168,534613388]",false,2026-08-25 19:48:35.353598+00,,
296,aliche,"[529584500,548956050,505983352,511176181]",false,2026-08-25 19:48:35.881025+00,,
297,Alex,"[502419168,520361862]",false,2026-08-25 19:48:43.671798+00,,
298,aliche,"[512294063,548956050,505983352,511176181]",false,2026-08-25 19:48:51.741488+00,,
299,Alex,"[502419168,495674929]",true,2026-08-25 19:49:01.999112+00,Fiesta-Elegante,Verano
300,aliche,"[512294063,548956050,505983352]",true,2026-08-25 19:49:05.161339+00,Formal-Oficina,Verano
301,Alex,"[495702885,539853591,495669560]",false,2026-08-25 19:49:25.045269+00,,
302,Alex,"[529346124,539853591,495669560]",false,2026-08-25 19:49:29.295042+00,,
303,Alex,"[529346124,539853591,495669560]",false,2026-08-25 19:49:45.393191+00,,
304,Alex,"[529346124,539853591,495669560]",false,2026-08-25 19:49:51.650652+00,,
305,Alex,"[547478381,539853591,495669560]",false,2026-08-25 19:50:03.569345+00,,
306,Alex,"[547478381,539853591]",false,2026-08-25 19:50:05.465206+00,,
